,index,smiles
800,95639,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
801,95661,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
802,95749,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
803,95944,CN[C@]1(c2ccccc2Cl)CCCCC1=O
804,96010,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
805,96279,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1
806,96559,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
807,96598,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
808,96719,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
809,96842,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
810,96977,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O
811,96997,CC(C)(CO)[C@@H](O)C(=O)NCCCO
812,97028,O=C(O)CCCO
813,97036,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
814,97105,CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
815,97453,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
816,97516,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
817,97587,Cc1cc(C2CCCCC2)n(O)c(=O)c1
818,97700,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
819,97927,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
820,98072,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
821,98182,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
822,98474,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
823,98521,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
824,98554,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
825,98734,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
826,98947,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
827,98968,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
828,99189,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2
829,99285,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
830,99438,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
831,99517,C[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@@H]12
832,99563,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl
833,99674,CCCc1cc(C(N)=S)ccn1
834,99870,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
835,99894,NC(=O)N1c2ccccc2CC(O)c2ccccc21
836,99907,Cc1ncc(CO)c(CN)c1O
837,99909,O=c1cc(-c2ccccc2)oc2ccccc12
838,100177,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
839,100290,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
840,100445,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
841,100891,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
842,100963,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
843,101005,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
844,101202,Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1
845,101265,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1
846,101384,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br
847,102092,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1
848,102203,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1
849,102248,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
850,102430,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
851,102627,CCNC(=O)CC[C@H](N)C(=O)O
852,102662,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
853,102949,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
854,102956,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
855,102970,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12
856,102985,CCCOC(=O)c1cc(O)c(O)c(O)c1
857,103077,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
858,103282,O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
859,103307,N[C@@H]1CONC1=O
860,103352,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
861,103599,CC(C)(C)C(=O)NCCCC(=O)O
862,103677,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
863,104231,Cc1ccc(C23CNCC2C3)cc1
864,104304,c1ccc(CC2=NCCN2)cc1
865,104537,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
866,104832,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O
867,104878,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1
868,105113,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
869,105204,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
870,105414,OCc1c[nH]c2ccccc12
871,105516,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
872,105902,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
873,105927,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
874,106555,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
875,106608,Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1
876,106656,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
877,106699,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1
878,106732,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
879,107143,CN1C(=O)CC[C@H]1c1cccnc1
880,107294,[H]C([H])(O)C([H])([H])NC([H])([H])C([H])([H])O
881,107617,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12
882,107723,CCN(CC)C(=O)C1(c2ccccc2)CC1CN
883,107773,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
884,107948,Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1
885,108804,CC1=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]2(O)[C@H]1O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
886,108983,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
887,109002,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
888,109171,[H]c1cc2c(cc1OC[C@@H]1CNCC[C@H]1c1ccc(F)cc1)OCO2
889,109205,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
890,109316,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
891,109777,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
892,110009,O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1
893,110049,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
894,110233,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
895,110445,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
896,110694,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O
897,110815,OC1OC[C@@H](O)[C@H](O)[C@H]1O
898,111520,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
899,111743,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
900,111933,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
901,112077,Nc1cc(-c2ccncc2)c[nH]c1=O
902,112128,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
903,112141,CCN(CC)C(=O)c1cccnc1
904,112301,N[C@@H](Cc1ccccn1)c1ccccc1
905,112649,CCCCCCc1ccc(O)cc1O
906,112994,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1
907,113173,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
908,113794,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
909,113902,Clc1ccccc1CN1CCc2sccc2C1
910,113972,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
911,114149,O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@@H]21
912,114184,CC1(C)CC(C)(C)CC(C)(N)C1
913,114293,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
914,114843,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
915,115099,[H]OCC
916,115618,NCC(CC(=O)O)c1ccc(Cl)cc1
917,116069,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O
918,116353,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
919,116885,Sc1ncnc2[nH]ncc12
920,117025,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2
921,117043,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
922,117131,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1
923,117134,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
924,117330,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
925,117332,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
926,117610,NCCc1cc[nH]n1
927,118444,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
928,119031,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
929,119822,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1
930,119964,N=C(NOCC(O)CN1CCCCC1)c1cccnc1
931,120335,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
932,120727,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
933,120856,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
934,120963,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
935,121265,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
936,121329,CCCCNC(=O)OCC#CI
937,121357,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
938,121370,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O
939,121524,[H]C(N)C([H])c1c[nH]c2ccc(O)cc12
940,121657,Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1
941,122116,[H]C([H])([H])OC(=O)/C=C/C(=O)O
942,122226,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
943,122254,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O
944,122296,CC(N)Cc1ccc2c(c1)OCO2
945,122513,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
946,122866,Nc1cc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cnc1-c1nnc(CO)o1
947,123154,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
948,123541,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O
949,123883,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
950,124065,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
951,124360,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
952,124538,CNCc1cn(S(=O)(=O)c2cccc(F)c2)c(-c2ccc(F)cc2F)c1OC
953,124654,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
954,124704,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1
955,124937,CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1
956,125039,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1
957,125412,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
958,125413,Cc1ccsc1/C(=C\CCN1CCC[C@@H](C(=O)O)C1)c1sccc1C
959,125656,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
960,125709,FCOC(C(F)(F)F)C(F)(F)F
961,125812,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
962,126471,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
963,126476,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
964,126705,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O
965,126735,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
966,126744,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
967,126952,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1
968,127121,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
969,127303,C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl
970,128034,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
971,128083,O=C(CCCCCCC(=O)Nc1ccccc1)NO
972,128545,CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O
973,128613,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
974,128680,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
975,128870,O=S(=O)(O)CCSSCCS(=O)(=O)O
976,128905,CCCCCC[C@@H](CCC)C(=O)O
977,129780,NC(=O)NC1NC(=O)NC1=O
978,130783,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
979,131196,CC(C)CCC(=O)CC1c2ccccc2C(=O)N1c1ccc2ccc(Cl)nc2n1
980,131259,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC
981,131287,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
982,131343,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
983,131602,S=P(N1CC1)(N1CC1)N1CC1
984,131792,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
985,132003,Nc1ncnc2c1C(=O)N(c1ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)cc1)CCO2
986,132223,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1
987,132417,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
988,133022,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
989,133175,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32
990,134887,C[C@H](N)C(=O)N1C[C@H](CCCB(O)O)[C@](N)(C(=O)O)C1
991,134901,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O
992,135829,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
993,136141,OB(O)O
