"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4802147";"CH-1504 L-ISOMER";"CH-1504 L-ISOMER|CH-4051|L-CH 1504|L-M-TREX|L-MOBILETREX";"Small molecule";"2.0";"449.47";"";"";"1.79";"181.52";"7";"5";"0";"9";"N";"0.30";"3.60";"7.43";"0.41";"-2.84";"3";"MOL";"0";"33";"10";"7";"1";"449.1699";"-0.04";"ACID";"C23H23N5O5";"C=C(C[C@H](NC(=O)c1ccc(CCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O)C(=O)O";"NAWXUBYGYWOOIX-SFHVURJKSA-N"
"CHEMBL2103838";"DILMAPIMOD";"DILMAPIMOD|Dilmapimod|GW-681323|SB-681323|SB681323";"Small molecule";"2.0";"456.42";"";"";"2.94";"100.27";"7";"3";"0";"6";"N";"0.41";"13.38";"1.96";"3.60";"3.60";"4";"MOL";"0";"33";"7";"3";"0";"456.1409";"-0.81";"NEUTRAL";"C23H19F3N4O3";"Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F";"ORVNHOYNEHYKJG-UHFFFAOYSA-N"
"CHEMBL306280";"DIFLOMOTECAN";"DIFLOMOTECAN";"Small molecule";"2.0";"398.37";"4";"6";"2.75";"81.42";"6";"1";"0";"1";"N";"0.50";"13.81";"1.83";"1.44";"1.44";"3";"MOL";"0";"29";"6";"1";"0";"398.1078";"0.57";"NEUTRAL";"C21H16F2N2O4";"CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1";"LFQCJSBXBZRMTN-OAQYLSRUSA-N"
"CHEMBL34124";"OLODANRIGAN";"EMA-401|EMA401|OLODANRIGAN|PD-126055";"Small molecule";"2.0";"507.59";"32";"994";"5.44";"76.07";"4";"1";"2";"8";"N";"0.34";"3.70";"None";"5.79";"2.49";"4";"MOL";"0";"38";"6";"1";"2";"507.2046";"-0.17";"ACID";"C32H29NO5";"COc1ccc2c(c1OCc1ccccc1)C[C@@H](C(=O)O)N(C(=O)C(c1ccccc1)c1ccccc1)C2";"GHBCIXGRCZIPNQ-MHZLTWQESA-N"
"CHEMBL4297748";"EP-100";"EP 100|EP-100|EP-100 (PEPTIDE)|EP100";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1631540";"GSK163090";"GSK-163090|GSK163090";"Small molecule";"2.0";"415.54";"31";"44";"3.44";"51.71";"4";"1";"0";"5";"N";"0.69";"None";"8.25";"3.05";"2.14";"3";"MOL";"0";"31";"6";"1";"0";"415.2372";"-1.59";"NEUTRAL";"C25H29N5O";"Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1";"ANGUXJDGJCHGOG-UHFFFAOYSA-N"
"CHEMBL3545171";"PF-05089771";"PF-05089771";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3707228";"PLOZALIZUMAB";"HU-1D9|MLN-1202|MLN1202|PLOZALIZUMAB|hu1D9";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297936";"RECOMBINANT HUMAN KALLIKREIN-1";"DM-199|DM199|KALLIKREIN-1, RECOMBINANT HUMAN|RECOMBINANT HUMAN KALLIKREIN-1";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650518";"PLONMARLIMAB";"PLONMARLIMAB|TJ 003234|TJ-003234|TJ003234|TJM-2";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743006";"DALOTUZUMAB";"DALOTUZUMAB|MK 0646|MK-0646|MK0646";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297464";"CXL-1020";"CXL-1020";"Small molecule";"2.0";"251.28";"";"";"-0.24";"100.54";"5";"2";"0";"3";"N";"0.72";"8.38";"None";"-0.58";"-0.60";"1";"MOL";"0";"15";"6";"2";"0";"250.9922";"-0.89";"NEUTRAL";"C7H9NO5S2";"CS(=O)(=O)c1ccccc1S(=O)(=O)NO";"RZRWBKKAFHXNEQ-UHFFFAOYSA-N"
"CHEMBL4650452";"BNC-210";"BNC-210|BNC210|IW-2143";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095304";"ACAZICOLCEPT";"ACAZICOLCEPT|ALPN-101|vIgD (variant immunoglobulin domain)";"Protein";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1188395";"NEPICASTAT";"NEPICASTAT|SYN-117|SYN117";"Small molecule";"2.0";"295.36";"1";"2";"3.01";"46.74";"3";"2";"0";"2";"N";"0.84";"10.30";"8.28";"2.64";"1.70";"2";"MOL";"0";"20";"3";"3";"0";"295.0955";"-0.83";"NEUTRAL";"C14H15F2N3S";"NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1";"YZZVIKDAOTXDEB-JTQLQIEISA-N"
"CHEMBL3249110";"13-DEOXYDOXORUBICIN";"13-DEOXYDOXORUBICIN|GPX-100";"Small molecule";"2.0";"529.54";"3";"12";"0.82";"189.00";"11";"6";"3";"5";"N";"0.26";"8.21";"9.39";"0.66";"0.00";"2";"MOL";"0";"38";"11";"7";"3";"529.1948";"1.79";"BASE";"C27H31NO10";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(CCO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1";"RGVRUQHYQSORBY-JIGXQNLBSA-N"
"CHEMBL2103842";"VARLITINIB";"AR-00334543|ARRY-334543|ARRY-543|ASLAN-001|ASLAN001|VARLITINIB|Varlitinib";"Small molecule";"2.0";"466.95";"298";"311";"5.25";"93.55";"9";"2";"1";"6";"N";"0.40";"None";"4.64";"4.67";"4.67";"4";"MOL";"0";"32";"8";"2";"1";"466.0979";"-1.34";"NEUTRAL";"C22H19ClN6O2S";"C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1";"UWXSAYUXVSFDBQ-CYBMUJFWSA-N"
"CHEMBL403989";"TG100-801";"TG100-801";"Small molecule";"2.0";"580.09";"286";"318";"7.09";"89.47";"8";"1";"2";"9";"N";"0.15";"13.33";"9.03";"7.64";"6.01";"5";"MOL";"0";"42";"8";"1";"2";"579.2037";"-1.17";"BASE";"C33H30ClN5O3";"Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12";"JMGXJHWTVBGOKG-UHFFFAOYSA-N"
"CHEMBL126648";"PLEVITREXED";"BGC-9331|NSC-696259|PLEVITREXED|ZD-9331|ZD9331";"Small molecule";"2.0";"532.54";"4";"7";"2.06";"170.11";"9";"4";"1";"10";"N";"0.22";"3.13";"2.43";"3.29";"-1.55";"4";"MOL";"0";"39";"12";"4";"2";"532.1983";"-1.56";"ACID";"C26H25FN8O4";"C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1";"IEJSCSAMMLUINT-NRFANRHFSA-N"
"CHEMBL4594441";"IFIDANCITINIB";"A-301|ATI-502|IFIDANCITINIB";"Small molecule";"2.0";"395.39";"15";"26";"4.16";"105.07";"7";"3";"0";"5";"N";"0.47";"9.45";"4.48";"4.57";"4.57";"4";"MOL";"0";"29";"8";"3";"0";"395.1394";"-1.20";"NEUTRAL";"C20H18FN5O3";"COc1cc(Nc2ncc(C)c(Nc3ccc4oc(=O)[nH]c4c3)n2)cc(C)c1F";"OYFMQDVLFYKOPZ-UHFFFAOYSA-N"
"CHEMBL75133";"IRX-4204";"AGN-194204|AGN194204|IRX-4204|KB-145960|NRX-194204|NRX194204|VTP-194204";"Small molecule";"2.0";"352.52";"8";"22";"5.90";"37.30";"1";"1";"1";"4";"N";"0.54";"4.60";"None";"6.31";"3.58";"1";"MOL";"0";"26";"2";"1";"1";"352.2402";"1.35";"ACID";"C24H32O2";"CC(/C=C/[C@@H]1C[C@]1(C)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C\C(=O)O";"BOOOLEGQBVUTKC-NVQSDHBMSA-N"
"CHEMBL4206119";"UPAMOSTAT";"MESUPRON|UPAMOSTAT|WX-671";"Small molecule";"2.0";"629.82";"4";"6";"4.34";"154.63";"7";"3";"1";"11";"N";"0.14";"8.24";"4.96";"4.85";"4.78";"2";"MOL";"0";"44";"11";"4";"2";"629.3247";"-0.89";"NEUTRAL";"C32H47N5O6S";"CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(/C(N)=N\O)c2)NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1";"HUASEDVYRABWCV-NDEPHWFRSA-N"
"CHEMBL452715";"ALANOSINE";"ALANOSINE|L-ALANOSINE|NSC-153353|NSC-529469|SDX-102";"Small molecule";"2.0";"149.11";"3";"5";"-1.23";"116.22";"5";"3";"0";"4";"N";"0.34";"1.50";"8.67";"-3.56";"-3.58";"0";"MOL";"0";"10";"7";"4";"0";"149.0437";"0.20";"ZWITTERION";"C3H7N3O4";"N[C@@H](CN(O)N=O)C(=O)O";"MLFKVJCWGUZWNV-REOHCLBHSA-N"
"CHEMBL4297462";"CFI-400945";"CFI 400945|CFI-400945|CFI-400945 FUMARATE";"Small molecule";"2.0";"650.73";"";"";"5.73";"79.48";"5";"2";"2";"6";"N";"0.33";"13.45";"7.55";"5.42";"5.04";"4";"MOL";"0";"40";"7";"2";"2";"534.2631";"-0.14";"NEUTRAL";"C37H38N4O7";"COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@@H](C)O[C@@H](C)C5)cc4)n[nH]c3c1)C(=O)N2.O=C(O)/C=C/C(=O)O";"AQCDFVLWUWJREO-WQVJSASDSA-N"
"CHEMBL4577523";"AZD4205";"AZD-4205|AZD4205|GOLIDOCITINIB";"Small molecule";"2.0";"489.58";"12";"39";"2.69";"116.23";"9";"3";"0";"7";"N";"0.36";"9.05";"7.14";"2.58";"2.46";"4";"MOL";"0";"36";"11";"3";"1";"489.2601";"-1.54";"NEUTRAL";"C25H31N9O2";"COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1";"CVCVOSPZEVINRM-MRXNPFEDSA-N"
"CHEMBL127071";"POZANICLINE";"A-87089.0|A-870890|ABT-089|POZANICLINE|Pozanicline";"Small molecule";"2.0";"192.26";"14";"30";"1.52";"34.15";"3";"1";"0";"3";"Y";"0.79";"None";"10.47";"0.83";"-2.03";"1";"MOL";"0";"14";"3";"1";"0";"192.1263";"-0.15";"BASE";"C11H16N2O";"Cc1ncccc1OC[C@@H]1CCCN1";"YRVIKLBSVVNSHF-JTQLQIEISA-N"
"CHEMBL263429";"DISOMOTIDE";"DISOMOTIDE|GP-100:209-217(210M) PEPTIDE|GP100:209-217(210M) PEPTIDE|MPS-22";"Protein";"2.0";"1035.23";"1";"1";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1034.5107";"None";"None";"C47H74N10O14S";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)C(C)C)C(C)C";"BDQMCYCLZBSYJZ-BBXCZNCNSA-N"
"CHEMBL3348923";"TOVORAFENIB";"BIIB-024|BIIB024|DAY-101|DAY101|MLN-2480|TAK 580|TAK-580|TOVORAFENIB";"Small molecule";"2.0";"506.30";"296";"304";"3.98";"135.78";"8";"3";"1";"5";"N";"0.48";"12.25";"2.21";"2.99";"2.99";"3";"MOL";"0";"32";"9";"4";"1";"505.0102";"-1.44";"NEUTRAL";"C17H12Cl2F3N7O2S";"C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1";"VWMJHAFYPMOMGF-ZCFIWIBFSA-N"
"CHEMBL592374";"AMITIFADINE";"AMITIFADINE|DOV 21947|DOV-21,947|DOV-21947|EB1010";"Small molecule";"2.0";"228.12";"9";"20";"2.85";"12.03";"1";"1";"0";"1";"Y";"0.78";"None";"10.48";"2.75";"-0.10";"1";"MOL";"0";"14";"1";"1";"0";"227.0269";"0.49";"BASE";"C11H11Cl2N";"Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl";"BSMNRYCSBFHEMQ-KCJUWKMLSA-N"
"CHEMBL1162175";"REGRELOR";"REGRELOR";"Small molecule";"2.0";"532.45";"5";"7";"1.80";"179.18";"10";"4";"1";"8";"N";"0.31";"1.18";"2.23";"0.65";"-1.66";"3";"MOL";"0";"37";"14";"4";"2";"532.1471";"0.14";"ACID";"C22H25N6O8P";"CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21";"NXHAXEBZOXCDKD-XIXRRVGJSA-N"
"CHEMBL4650297";"HMPL-453";"HMPL-453";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545382";"R-348";"R-348";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL371064";"BALICATIB";"AAE-581|AAE581|BALICATIB";"Small molecule";"2.0";"411.55";"15";"56";"2.29";"88.47";"5";"2";"0";"7";"N";"0.67";"11.76";"8.34";"2.34";"1.36";"1";"MOL";"0";"30";"7";"2";"0";"411.2634";"-1.60";"NEUTRAL";"C23H33N5O2";"CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1";"LLCRBOWRJOUJAE-UHFFFAOYSA-N"
"CHEMBL2109308";"ONCOLYSIN B";"ONCOLYSIN B";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL6318";"IDOXIFENE";"CB 7432|CB-7432|IDOXIFENE|Idoxifene|SB-223030";"Small molecule";"2.0";"523.46";"9";"26";"7.13";"12.47";"2";"0";"2";"8";"N";"0.23";"None";"8.95";"7.69";"6.12";"3";"MOL";"0";"31";"2";"0";"2";"523.1372";"-0.83";"BASE";"C28H30INO";"CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1";"JJKOTMDDZAJTGQ-DQSJHHFOSA-N"
"CHEMBL2106418";"DOXYCYCLINE FOSFATEX";"AB-08|AB08|DMSC|DOXYCYCLINE FOSFATEX";"Small molecule";"2.0";"786.34";"";"";"-0.35";"181.62";"9";"6";"1";"2";"N";"0.33";"2.92";"7.46";"-3.29";"-3.57";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"1.81";"ACID";"C22H27N2NaO20P4";"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O=P(=O)O.O=P(=O)O.O=P(=O)O.O=P(=O)[O-].[Na+]";"CJYQQUPRURWLOW-YDLUHMIOSA-M"
"CHEMBL4594455";"AGS-16C3F";"ADC AGS-16C3F|AGS-16C3F|AGS-16C3F (ANTI-ENPP3 ANTIBODY)";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297777";"LMB-100";"ANTI-MSLN-PE24 CFP LMB-100|LMB 100|LMB-100|RG-7787|RG7787|RO-6927005|RO6927005";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL261244";"REGRELOR DISODIUM";"INS-50589|INS50589|REGRELOR DISODIUM";"Small molecule";"2.0";"576.41";"1";"1";"1.80";"179.18";"10";"4";"1";"8";"N";"0.31";"1.18";"2.23";"0.65";"-1.66";"3";"MOL";"0";"37";"14";"4";"2";"532.1471";"0.14";"ACID";"C22H23N6Na2O8P";"CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21.[Na+].[Na+]";"MKQKPLQMNCXTJE-VEZQGTPESA-L"
"CHEMBL3989865";"MIPSAGARGIN";"G-202|MIPSAGARGIN";"Small molecule";"2.0";"1409.54";"3";"3";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1408.6636";"None";"None";"C66H100N6O27";"C/C=C(/C)C(=O)O[C@H]1C(C)=C2[C@H]([C@@H]1OC(=O)CCCCCCC)[C@@](C)(OC(C)=O)C[C@H](OC(=O)CCCCCCCCCCCNC(=O)C[C@H](N)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)[C@@]1(O)[C@H]2OC(=O)[C@@]1(C)O";"UPYNTAIBQVNPIH-ODMLWHIESA-N"
"CHEMBL104186";"BO-653";"BO-653";"Small molecule";"2.0";"388.64";"6";"12";"7.82";"29.46";"2";"1";"1";"8";"N";"0.46";"11.21";"None";"9.05";"9.05";"1";"MOL";"0";"28";"2";"1";"1";"388.3341";"0.70";"NEUTRAL";"C26H44O2";"CCCCCC1(CCCCC)Cc2c(cc(C(C)(C)C)c(O)c2C(C)(C)C)O1";"AGURKSYKTJQPNA-UHFFFAOYSA-N"
"CHEMBL41194";"PRATOSARTAN";"DA-727|DA727|KT-3671|KT3-671|Pratosartan";"Small molecule";"2.0";"426.52";"4";"7";"4.64";"89.35";"6";"1";"0";"6";"N";"0.45";"4.68";"4.53";"3.67";"2.94";"4";"MOL";"0";"32";"7";"1";"0";"426.2168";"-1.17";"ACID";"C25H26N6O";"CCCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CCCC2";"KCTFTBCZZUBAKN-UHFFFAOYSA-N"
"CHEMBL4297492";"GSK-2245035";"GSK-2245035|GSK2245035";"Small molecule";"2.0";"390.53";"";"";"2.93";"102.06";"7";"2";"0";"10";"N";"0.60";"12.34";"9.94";"3.78";"1.28";"2";"MOL";"0";"28";"8";"3";"0";"390.2743";"-0.72";"BASE";"C20H34N6O2";"CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1";"LFMPVTVPXHNXOT-HNNXBMFYSA-N"
"CHEMBL4297363";"UCB-1184197";"CDP-323|CDP323|UCB-1184197|ZAURATEGRAST ETHYL ESTER";"Small molecule";"2.0";"549.47";"";"";"5.58";"93.21";"7";"2";"2";"8";"N";"0.35";"None";"3.76";"5.04";"5.04";"3";"MOL";"0";"36";"7";"2";"2";"548.1423";"-0.33";"NEUTRAL";"C28H29BrN4O3";"CCOC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C12CCCCC2";"QCYAXXZCQKMTMO-QFIPXVFZSA-N"
"CHEMBL1822792";"MK-2461";"MK-2461";"Small molecule";"2.0";"495.56";"300";"383";"2.15";"115.65";"8";"1";"0";"6";"N";"0.44";"10.52";"3.07";"1.05";"1.05";"4";"MOL";"0";"35";"10";"1";"0";"495.1576";"-1.44";"NEUTRAL";"C24H25N5O5S";"CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1";"JGEBLDKNWBUGRZ-HXUWFJFHSA-N"
"CHEMBL2108678";"NESVACUMAB";"NESVACUMAB|REGN-910|REGN910";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL350775";"BIRICODAR";"BIRICODAR|Biricodar";"Small molecule";"2.0";"603.72";"6";"6";"5.02";"117.15";"9";"0";"2";"15";"N";"0.13";"None";"5.86";"4.77";"4.76";"3";"MOL";"0";"44";"10";"0";"2";"603.2945";"-0.02";"NEUTRAL";"C34H41N3O7";"COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC";"CGVWPQOFHSAKRR-NDEPHWFRSA-N"
"CHEMBL467399";"BIIB021";"BIIB 021|BIIB-021|BIIB021|CNF-2024|CNF2024";"Small molecule";"2.0";"318.77";"42";"140";"2.13";"91.74";"7";"1";"0";"3";"N";"0.74";"None";"7.18";"2.06";"1.86";"3";"MOL";"0";"22";"7";"2";"0";"318.0996";"-1.09";"NEUTRAL";"C14H15ClN6O";"COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C";"QULDDKSCVCJTPV-UHFFFAOYSA-N"
"CHEMBL337612";"DIMIRACETAM";"DIMIRACETAM|NT-11624";"Small molecule";"2.0";"140.14";"1";"16";"-0.94";"49.41";"2";"1";"0";"0";"Y";"0.47";"11.16";"None";"-1.54";"-1.54";"0";"MOL";"0";"10";"4";"1";"0";"140.0586";"0.46";"NEUTRAL";"C6H8N2O2";"O=C1CN2C(=O)CCC2N1";"XTXXOHPHLNROBN-UHFFFAOYSA-N"
"CHEMBL4297833";"MEZAGITAMAB";"MEZAGITAMAB|TAK-079|TAK079";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297457";"BMS-823778";"BMS-823778";"Small molecule";"2.0";"364.28";"1";"8";"3.69";"50.42";"4";"1";"0";"3";"N";"0.80";"None";"1.99";"2.93";"2.93";"3";"MOL";"0";"23";"4";"1";"0";"327.1138";"-0.61";"NEUTRAL";"C18H19Cl2N3O";"CC(C)(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12.Cl";"MQBBSMNIRWXALO-UHFFFAOYSA-N"
"CHEMBL4297382";"GPI-1485";"GPI 1485|GPI-1485";"Small molecule";"2.0";"241.29";"";"";"1.07";"74.68";"3";"1";"0";"4";"N";"0.75";"3.99";"None";"2.05";"-1.12";"0";"MOL";"0";"17";"5";"1";"0";"241.1314";"-0.16";"ACID";"C12H19NO4";"CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)O";"FOPALECPEUVCTL-QMMMGPOBSA-N"
"CHEMBL4650310";"IP-2018";"IP-2018|IP2018";"Small molecule";"2.0";"271.32";"";"";"2.45";"51.47";"4";"1";"0";"2";"N";"0.85";"None";"10.82";"1.79";"-1.22";"2";"MOL";"0";"20";"4";"1";"0";"271.1208";"0.93";"BASE";"C16H17NO3";"O=c1ccc2ccc(O[C@@H]3C[C@H]4CC[C@@H](C3)N4)cc2o1";"PGUDASZQLOAZRX-DABQJJPHSA-N"
"CHEMBL3707293";"XEN-D0501";"XEN-D0501";"Small molecule";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3827379";"BMS-955176";"BMS-955176|GSK-3532795";"Small molecule";"2.0";"691.04";"17";"234";"8.11";"86.71";"5";"2";"2";"7";"N";"0.28";"4.10";"10.55";"4.49";"4.49";"1";"MOL";"0";"49";"6";"2";"2";"690.4430";"1.22";"ZWITTERION";"C42H62N2O4S";"C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12";"XDMUFNNPLXHNKA-ZTESCHFWSA-N"
"CHEMBL1738758";"ONVANSERTIB";"NMS-1286937|NMS-P937|ONVANSERTIB|PCM-075";"Small molecule";"2.0";"532.53";"83";"1146";"1.92";"134.66";"10";"3";"1";"7";"N";"0.42";"12.65";"7.81";"3.05";"2.49";"3";"MOL";"0";"38";"11";"4";"2";"532.2158";"-1.38";"NEUTRAL";"C24H27F3N8O3";"CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1";"QHLVBNKYJGBCQJ-UHFFFAOYSA-N"
"CHEMBL1742984";"AMATUXIMAB";"AMATUXIMAB|Amatuximab|MORAb-009";"Antibody";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4071864";"GSK2982772";"GSK2982772";"Small molecule";"2.0";"377.40";"22";"117";"1.55";"100.21";"5";"2";"0";"4";"N";"0.72";"8.84";"None";"2.02";"2.01";"3";"MOL";"0";"28";"8";"2";"0";"377.1488";"-0.87";"NEUTRAL";"C20H19N5O3";"CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21";"LYPAFUINURXJSG-AWEZNQCLSA-N"
"CHEMBL3120215";"OSI-027";"AEVI-006|ASP 7486|ASP-7486|CERC 006|CERC-006|OSI 027|OSI-027";"Small molecule";"2.0";"406.45";"304";"1103";"3.22";"131.42";"7";"3";"0";"4";"N";"0.47";"3.77";"2.27";"2.57";"-0.57";"4";"MOL";"0";"30";"9";"4";"0";"406.1753";"-0.58";"ACID";"C21H22N6O3";"COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12";"JROFGZPOBKIAEW-HAQNSBGRSA-N"
"CHEMBL469448";"D-MANNOSE";"CARUBINOSE|D-MANNOSE|MANNOSE|NSC-26247|SEMINOSE";"Small molecule";"2.0";"180.16";"24";"40";"-3.22";"110.38";"6";"5";"0";"1";"N";"0.29";"11.30";"None";"-2.93";"-2.93";"0";"MOL";"0";"12";"6";"5";"0";"180.0634";"2.63";"NEUTRAL";"C6H12O6";"OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O";"WQZGKKKJIJFFOK-QTVWNMPRSA-N"
